,id,element,type,gen,step,min_lvl_min_atk,min_lvl_max_atk,max_lvl_min_atk,max_lvl_max_atk,min_lvl_min_def,min_lvl_max_def,max_lvl_min_def,max_lvl_max_def,min_lvl_min_hp,min_lvl_max_hp,max_lvl_min_hp,max_lvl_max_hp
id,290,Dark,Attack,1,Transcendence,25,25,113,245,25,25,69,157,139,139,403,755
id,290,Dark,Attack,1,Advent,101,210,116,285,180,116,195,161,532,591,547,876
id,291,Dark,,1,Know,9,18,97,194,9,18,53,150,94,189,314,673
id,291,Dark,,1,Capsule,9,18,97,194,9,18,53,150,94,189,314,673
id,291,Dark,,1,Awakening,9,18,97,194,9,18,53,150,94,189,314,673
id,291,Dark,,1,Transcendence,9,18,97,194,9,18,53,150,94,189,314,673
id,291,Dark,,1,Advent,9,18,39,78,9,18,24,63,94,189,169,354
id,292,Dark,,1,Know,9,18,97,194,9,18,53,150,94,189,358,717
id,292,Dark,,1,Capsule,9,18,97,194,9,18,53,150,94,189,358,717
id,292,Dark,,1,Awakening,9,18,97,194,9,18,53,150,94,189,358,717
id,292,Dark,,1,Transcendence,9,18,97,194,9,18,53,150,94,189,358,717
id,292,Dark,,1,Advent,9,18,39,78,9,18,24,63,94,189,184,369
id,293,Dark,,1,Know,10,21,98,197,10,21,54,153,94,189,358,761
id,293,Dark,,1,Capsule,10,21,98,197,10,21,54,153,94,189,358,761
id,293,Dark,,1,Awakening,10,21,98,197,10,21,54,153,94,189,358,761
id,293,Dark,,1,Transcendence,10,21,98,197,10,21,54,153,94,189,358,761
id,293,Dark,,1,Advent,10,21,40,81,10,21,25,66,94,189,184,384
id,294,Dark,,1,Know,12,24,100,200,12,24,56,156,100,201,408,817
id,294,Dark,,1,Capsule,12,24,100,200,12,24,56,156,100,201,408,817
id,294,Dark,,1,Awakening,12,24,100,200,12,24,56,156,100,201,408,817
id,294,Dark,,1,Transcendence,12,24,100,200,12,24,56,156,100,201,408,817
id,294,Dark,,1,Advent,12,24,42,84,12,24,27,69,100,201,205,411
id,295,light,,1,Know,9,18,97,194,9,18,53,150,94,189,314,673
id,295,light,,1,Capsule,9,18,97,194,9,18,53,150,94,189,314,673
id,295,light,,1,Awakening,9,18,97,194,9,18,53,150,94,189,314,673
id,295,light,,1,Transcendence,9,18,97,194,9,18,53,150,94,189,314,673
id,295,light,,1,Advent,9,18,39,78,9,18,24,63,94,189,169,354
id,296,light,,1,Know,9,18,97,194,9,18,53,150,94,189,358,717
id,296,light,,1,Capsule,9,18,97,194,9,18,53,150,94,189,358,717
id,296,light,,1,Awakening,9,18,97,194,9,18,53,150,94,189,358,717
id,296,light,,1,Transcendence,9,18,97,194,9,18,53,150,94,189,358,717
id,296,light,,1,Advent,9,18,39,78,9,18,24,63,94,189,184,369
id,297,light,,1,Know,10,21,98,197,10,21,54,153,94,189,358,761
id,297,light,,1,Capsule,10,21,98,197,10,21,54,153,94,189,358,761
id,297,light,,1,Awakening,10,21,98,197,10,21,54,153,94,189,358,761
id,297,light,,1,Transcendence,10,21,98,197,10,21,54,153,94,189,358,761
id,297,light,,1,Advent,10,21,40,81,10,21,25,66,94,189,184,384
id,298,light,,1,Know,12,24,100,200,12,24,56,156,100,201,408,817
id,298,light,,1,Capsule,12,24,100,200,12,24,56,156,100,201,408,817
id,298,light,,1,Awakening,12,24,100,200,12,24,56,156,100,201,408,817
id,298,light,,1,Transcendence,12,24,100,200,12,24,56,156,100,201,408,817
id,298,light,,1,Advent,12,24,42,84,12,24,27,69,100,201,205,411
id,299,light,Health,1,Know,14,28,58,160,9,18,53,150,114,229,378,757
id,299,light,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,299,light,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,299,light,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,299,light,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,300,water,,1,Know,8,17,52,105,8,17,96,193,99,199,363,771
id,300,water,,1,Capsule,8,17,52,105,8,17,96,193,99,199,363,771
id,300,water,,1,Awakening,8,17,52,105,8,17,96,193,99,199,363,771
id,300,water,,1,Transcendence,8,17,52,105,8,17,96,193,99,199,363,771
id,300,water,,1,Advent,8,17,23,47,8,17,38,77,99,199,189,394
id,301,wind,,1,Know,8,17,96,193,8,17,52,149,99,199,275,595
id,301,wind,,1,Capsule,8,17,96,193,8,17,52,149,99,199,275,595
id,301,wind,,1,Awakening,8,17,96,193,8,17,52,149,99,199,275,595
id,301,wind,,1,Transcendence,8,17,96,193,8,17,52,149,99,199,275,595
id,301,wind,,1,Advent,8,17,38,77,8,17,23,62,99,199,159,334
id,302,Fire,,1,Know,8,17,96,237,8,17,52,105,99,199,275,595
id,302,Fire,,1,Capsule,8,17,96,237,8,17,52,105,99,199,275,595
id,302,Fire,,1,Awakening,8,17,96,237,8,17,52,105,99,199,275,595
id,302,Fire,,1,Transcendence,8,17,96,237,8,17,52,105,99,199,275,595
id,302,Fire,,1,Advent,8,17,38,92,8,17,23,47,99,199,159,334
id,303,Earth,,1,Know,9,18,97,194,9,18,53,150,104,209,280,605
id,303,Earth,,1,Capsule,9,18,97,194,9,18,53,150,104,209,280,605
id,303,Earth,,1,Awakening,9,18,97,194,9,18,53,150,104,209,280,605
id,303,Earth,,1,Transcendence,9,18,97,194,9,18,53,150,104,209,280,605
id,303,Earth,,1,Advent,9,18,39,78,9,18,24,63,104,209,164,344
id,304,Dark,,1,Know,14,29,58,161,9,19,53,151,104,209,368,737
id,304,Dark,,1,Capsule,14,29,58,161,9,19,53,151,104,209,368,737
id,304,Dark,,1,Awakening,14,29,58,161,9,19,53,151,104,209,368,737
id,304,Dark,,1,Transcendence,14,29,58,161,9,19,53,151,104,209,368,737
id,304,Dark,,1,Advent,14,29,29,74,9,19,24,64,104,209,194,389
id,305,water,Workshop,1,Know,10,21,54,153,8,16,52,148,89,179,353,751
id,305,water,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,305,water,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,305,water,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,305,water,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,306,water,,1,Know,9,19,97,195,10,21,54,153,89,179,265,575
id,306,water,,1,Capsule,9,19,97,195,10,21,54,153,89,179,265,575
id,306,water,,1,Awakening,9,19,97,195,10,21,54,153,89,179,265,575
id,306,water,,1,Transcendence,9,19,97,195,10,21,54,153,89,179,265,575
id,306,water,,1,Advent,9,19,39,79,10,21,25,66,89,179,149,314
id,307,Dark,,1,Know,9,19,97,195,9,19,53,151,99,199,275,595
id,307,Dark,,1,Capsule,9,19,97,195,9,19,53,151,99,199,275,595
id,307,Dark,,1,Awakening,9,19,97,195,9,19,53,151,99,199,275,595
id,307,Dark,,1,Transcendence,9,19,97,195,9,19,53,151,99,199,275,595
id,307,Dark,,1,Advent,9,19,39,79,9,19,24,64,99,199,159,334
id,308,light,,1,Know,14,28,58,160,9,18,53,150,109,219,373,747
id,308,light,,1,Capsule,14,28,58,160,9,18,53,150,109,219,373,747
id,308,light,,1,Awakening,14,28,58,160,9,18,53,150,109,219,373,747
id,308,light,,1,Transcendence,14,28,58,160,9,18,53,150,109,219,373,747
id,308,light,,1,Advent,14,28,29,73,9,18,24,63,109,219,199,399
id,309,light,Workshop,1,Know,14,28,58,160,9,18,53,150,109,219,373,747
id,309,light,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,309,light,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,309,light,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,309,light,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,310,Fire,,1,Know,14,28,58,160,9,18,53,150,109,219,373,747
id,310,Fire,,1,Capsule,14,28,58,160,9,18,53,150,109,219,373,747
id,310,Fire,,1,Awakening,14,28,58,160,9,18,53,150,109,219,373,747
id,310,Fire,,1,Transcendence,14,28,58,160,9,18,53,150,109,219,373,747
id,310,Fire,,1,Advent,14,28,29,73,9,18,24,63,109,219,199,399
id,311,Dark,,1,Know,7,15,51,147,7,15,51,147,99,199,363,771
id,311,Dark,,1,Capsule,7,15,51,147,7,15,51,147,99,199,363,771
id,311,Dark,,1,Awakening,7,15,51,147,7,15,51,147,99,199,363,771
id,311,Dark,,1,Transcendence,7,15,51,147,7,15,51,147,99,199,363,771
id,311,Dark,,1,Advent,7,15,22,60,7,15,22,60,99,199,189,394
id,312,Dark,,1,Know,8,17,52,149,8,17,52,149,99,199,363,771
id,312,Dark,,1,Capsule,8,17,52,149,8,17,52,149,99,199,363,771
id,312,Dark,,1,Awakening,8,17,52,149,8,17,52,149,99,199,363,771
id,312,Dark,,1,Transcendence,8,17,52,149,8,17,52,149,99,199,363,771
id,312,Dark,,1,Advent,8,17,23,62,8,17,23,62,99,199,189,394
id,313,Dark,,1,Know,9,19,53,151,9,19,53,151,99,199,407,815
id,313,Dark,,1,Capsule,9,19,53,151,9,19,53,151,99,199,407,815
id,313,Dark,,1,Awakening,9,19,53,151,9,19,53,151,99,199,407,815
id,313,Dark,,1,Transcendence,9,19,53,151,9,19,53,151,99,199,407,815
id,313,Dark,,1,Advent,9,19,24,64,9,19,24,64,99,199,204,409
id,314,Dark,,1,Know,10,21,54,153,10,21,98,197,99,199,363,771
id,314,Dark,,1,Capsule,10,21,54,153,10,21,98,197,99,199,363,771
id,314,Dark,,1,Awakening,10,21,54,153,10,21,98,197,99,199,363,771
id,314,Dark,,1,Transcendence,10,21,54,153,10,21,98,197,99,199,363,771
id,314,Dark,,1,Advent,10,21,25,66,10,21,40,81,99,199,189,394
id,315,Dark,,1,Know,11,23,55,155,11,23,99,199,99,199,407,815
id,315,Dark,,1,Capsule,11,23,55,155,11,23,99,199,99,199,407,815
id,315,Dark,,1,Awakening,11,23,55,155,11,23,99,199,99,199,407,815
id,315,Dark,,1,Transcendence,11,23,55,155,11,23,99,199,99,199,407,815
id,315,Dark,,1,Advent,11,23,26,68,11,23,41,83,99,199,204,409
id,316,Dark,,1,Know,9,18,97,194,9,18,53,150,94,189,314,629
id,316,Dark,,1,Capsule,9,18,97,194,9,18,53,150,94,189,314,629
id,316,Dark,,1,Awakening,9,18,97,194,9,18,53,150,94,189,314,629
id,316,Dark,,1,Transcendence,9,18,97,194,9,18,53,150,94,189,314,629
id,316,Dark,,1,Advent,9,18,39,78,9,18,24,63,94,189,169,339
id,317,light,Chebang,1,Know,12,24,56,156,12,24,100,200,100,201,408,817
id,317,light,Chebang,1,Capsule,5,19,93,151,5,19,49,195,60,109,456,681
id,317,light,Chebang,1,Awakening,10,29,54,117,10,29,142,249,60,109,324,681
id,317,light,Chebang,1,Transcendence,25,25,25,113,25,25,113,245,139,139,579,931
id,317,light,Chebang,1,Advent,73,88,88,133,162,187,177,262,670,750,685,1080
id,318,Dark,Health,1,Know,6,12,50,144,5,11,49,143,54,109,582,1209
id,318,Dark,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,318,Dark,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,318,Dark,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,318,Dark,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,319,Fire,,1,Know,14,29,58,161,14,29,58,117,109,219,417,835
id,319,Fire,,1,Capsule,14,29,58,161,14,29,58,117,109,219,417,835
id,319,Fire,,1,Awakening,14,29,58,161,14,29,58,117,109,219,417,835
id,319,Fire,,1,Transcendence,14,29,58,161,14,29,58,117,109,219,417,835
id,319,Fire,,1,Advent,14,29,29,74,14,29,29,59,109,219,214,429
id,320,light,Defense,1,Know,14,29,58,117,14,29,58,161,109,219,417,835
id,320,light,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,320,light,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,320,light,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,320,light,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,321,Earth,,1,Know,14,29,58,161,14,29,58,161,109,219,329,659
id,321,Earth,,1,Capsule,14,29,58,161,14,29,58,161,109,219,329,659
id,321,Earth,,1,Awakening,14,29,58,161,14,29,58,161,109,219,329,659
id,321,Earth,,1,Transcendence,14,29,58,161,14,29,58,161,109,219,329,659
id,321,Earth,,1,Advent,14,29,29,74,14,29,29,74,109,219,184,369
id,322,Fire,,1,Know,14,29,58,161,14,29,58,161,109,219,329,703
id,322,Fire,,1,Capsule,14,29,58,161,14,29,58,161,109,219,329,703
id,322,Fire,,1,Awakening,14,29,58,161,14,29,58,161,109,219,329,703
id,322,Fire,,1,Transcendence,14,29,58,161,14,29,58,161,109,219,329,703
id,322,Fire,,1,Advent,14,29,29,74,14,29,29,74,109,219,184,384
id,323,Fire,,1,Know,14,29,58,161,14,29,58,117,109,219,417,879
id,323,Fire,,1,Capsule,14,29,58,161,14,29,58,117,109,219,417,879
id,323,Fire,,1,Awakening,14,29,58,161,14,29,58,117,109,219,417,879
id,323,Fire,,1,Transcendence,14,29,58,161,14,29,58,117,109,219,417,879
id,323,Fire,,1,Advent,14,29,29,74,14,29,29,59,109,219,214,444
id,324,Dark,Health,1,Know,14,29,58,117,14,29,58,161,109,219,417,879
id,324,Dark,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,324,Dark,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,324,Dark,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,324,Dark,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,325,water,,1,Know,9,18,53,106,9,18,97,194,99,199,363,771
id,325,water,,1,Capsule,9,18,53,106,9,18,97,194,99,199,363,771
id,325,water,,1,Awakening,9,18,53,106,9,18,97,194,99,199,363,771
id,325,water,,1,Transcendence,9,18,53,106,9,18,97,194,99,199,363,771
id,325,water,,1,Advent,9,18,24,48,9,18,39,78,99,199,189,394
id,326,water,,1,Know,9,19,53,107,9,19,97,195,99,199,407,815
id,326,water,,1,Capsule,9,19,53,107,9,19,97,195,99,199,407,815
id,326,water,,1,Awakening,9,19,53,107,9,19,97,195,99,199,407,815
id,326,water,,1,Transcendence,9,19,53,107,9,19,97,195,99,199,407,815
id,326,water,,1,Advent,9,19,24,49,9,19,39,79,99,199,204,409
id,327,water,,1,Know,10,20,54,108,10,20,98,240,99,199,363,771
id,327,water,,1,Capsule,10,20,54,108,10,20,98,240,99,199,363,771
id,327,water,,1,Awakening,10,20,54,108,10,20,98,240,99,199,363,771
id,327,water,,1,Transcendence,10,20,54,108,10,20,98,240,99,199,363,771
id,327,water,,1,Advent,10,20,25,50,10,20,40,95,99,199,189,394
id,328,water,,1,Know,10,21,54,109,10,21,98,241,99,199,407,815
id,328,water,,1,Capsule,10,21,54,109,10,21,98,241,99,199,407,815
id,328,water,,1,Awakening,10,21,54,109,10,21,98,241,99,199,407,815
id,328,water,,1,Transcendence,10,21,54,109,10,21,98,241,99,199,407,815
id,328,water,,1,Advent,10,21,25,51,10,21,40,96,99,199,204,409
id,329,wind,,1,Know,9,18,97,194,9,18,53,150,99,199,275,595
id,329,wind,,1,Capsule,9,18,97,194,9,18,53,150,99,199,275,595
id,329,wind,,1,Awakening,9,18,97,194,9,18,53,150,99,199,275,595
id,329,wind,,1,Transcendence,9,18,97,194,9,18,53,150,99,199,275,595
id,329,wind,,1,Advent,9,18,39,78,9,18,24,63,99,199,159,334
id,330,wind,,1,Know,9,19,97,195,9,19,53,151,99,199,319,639
id,330,wind,,1,Capsule,9,19,97,195,9,19,53,151,99,199,319,639
id,330,wind,,1,Transcendence,9,19,97,195,9,19,53,151,99,199,319,639
id,330,wind,,1,Advent,9,19,39,79,9,19,24,64,99,199,174,349
id,331,wind,,1,Know,10,20,98,196,10,20,98,196,99,199,275,595
id,331,wind,,1,Capsule,10,20,98,196,10,20,98,196,99,199,275,595
id,331,wind,,1,Awakening,10,20,98,196,10,20,98,196,99,199,275,595
id,331,wind,,1,Transcendence,10,20,98,196,10,20,98,196,99,199,275,595
id,331,wind,,1,Advent,10,20,40,80,10,20,40,80,99,199,159,334
id,332,wind,,1,Know,10,21,98,197,10,21,98,197,99,199,319,639
id,332,wind,,1,Capsule,10,21,98,197,10,21,98,197,99,199,319,639
id,332,wind,,1,Awakening,10,21,98,197,10,21,98,197,99,199,319,639
id,332,wind,,1,Transcendence,10,21,98,197,10,21,98,197,99,199,319,639
id,332,wind,,1,Advent,10,21,40,81,10,21,40,81,99,199,174,349
id,333,Fire,,1,Know,9,18,97,238,9,18,53,106,99,199,275,595
id,333,Fire,,1,Capsule,9,18,97,238,9,18,53,106,99,199,275,595
id,333,Fire,,1,Awakening,9,18,97,238,9,18,53,106,99,199,275,595
id,333,Fire,,1,Transcendence,9,18,97,238,9,18,53,106,99,199,275,595
id,333,Fire,,1,Advent,9,18,39,93,9,18,24,48,99,199,159,334
id,334,Fire,,1,Know,9,19,97,239,9,19,53,107,99,199,319,639
id,334,Fire,,1,Capsule,9,19,97,239,9,19,53,107,99,199,319,639
id,334,Fire,,1,Awakening,9,19,97,239,9,19,53,107,99,199,319,639
id,334,Fire,,1,Transcendence,9,19,97,239,9,19,53,107,99,199,319,639
id,334,Fire,,1,Advent,9,19,39,94,9,19,24,49,99,199,174,349
id,335,Fire,,1,Know,10,20,142,284,10,20,54,108,99,199,275,595
id,335,Fire,,1,Capsule,10,20,142,284,10,20,54,108,99,199,275,595
id,335,Fire,,1,Awakening,10,20,142,284,10,20,54,108,99,199,275,595
id,335,Fire,,1,Transcendence,10,20,142,284,10,20,54,108,99,199,275,595
id,335,Fire,,1,Advent,10,20,55,110,10,20,25,50,99,199,159,334
id,336,Fire,,1,Know,10,21,142,285,10,21,54,109,99,199,319,639
id,336,Fire,,1,Capsule,10,21,142,285,10,21,54,109,99,199,319,639
id,336,Fire,,1,Awakening,10,21,142,285,10,21,54,109,99,199,319,639
id,336,Fire,,1,Transcendence,10,21,142,285,10,21,54,109,99,199,319,639
id,336,Fire,,1,Advent,10,21,55,111,10,21,25,51,99,199,174,349
id,337,water,,1,Know,9,19,53,107,9,19,97,195,109,219,373,791
id,337,water,,1,Capsule,9,19,53,107,9,19,97,195,109,219,373,791
id,337,water,,1,Awakening,9,19,53,107,9,19,97,195,109,219,373,791
id,337,water,,1,Transcendence,9,19,53,107,9,19,97,195,109,219,373,791
id,337,water,,1,Advent,9,19,24,49,9,19,39,79,109,219,199,414
id,338,wind,,1,Know,11,22,99,198,11,22,55,154,94,189,402,805
id,338,wind,,1,Capsule,11,22,99,198,11,22,55,154,94,189,402,805
id,338,wind,,1,Awakening,11,22,99,198,11,22,55,154,94,189,402,805
id,338,wind,,1,Transcendence,11,22,99,198,11,22,55,154,94,189,402,805
id,338,wind,,1,Advent,11,22,41,82,11,22,26,67,94,189,199,399
id,339,Earth,,1,Know,12,24,56,156,12,24,100,200,100,201,408,817
id,339,Earth,,1,Capsule,12,24,56,156,12,24,100,200,100,201,408,817
id,339,Earth,,1,Awakening,12,24,56,156,12,24,100,200,100,201,408,817
id,339,Earth,,1,Transcendence,12,24,56,156,12,24,100,200,100,201,408,817
id,339,Earth,,1,Advent,12,24,27,69,12,24,42,84,100,201,205,411
id,340,water,,1,Know,9,18,97,194,9,18,53,150,94,189,314,629
id,340,water,,1,Capsule,9,18,97,194,9,18,53,150,94,189,314,629
id,340,water,,1,Awakening,9,18,97,194,9,18,53,150,94,189,314,629
id,340,water,,1,Transcendence,9,18,97,194,9,18,53,150,94,189,314,629
id,340,water,,1,Advent,9,18,39,78,9,18,24,63,94,189,169,339
id,341,water,Defense,1,Know,9,18,53,150,9,18,97,194,94,189,314,629
id,341,water,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,341,water,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,341,water,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,341,water,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,342,light,Defense,1,Know,9,18,53,150,9,18,97,194,94,189,314,673
id,342,light,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,342,light,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,342,light,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,342,light,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,343,water,,1,Know,11,22,55,154,11,22,99,198,94,189,402,805
id,343,water,,1,Capsule,11,22,55,154,11,22,99,198,94,189,402,805
id,343,water,,1,Awakening,11,22,55,154,11,22,99,198,94,189,402,805
id,343,water,,1,Transcendence,11,22,55,154,11,22,99,198,94,189,402,805
id,343,water,,1,Advent,11,22,26,67,11,22,41,82,94,189,199,399
id,344,Earth,,1,Know,9,19,53,151,9,19,53,151,99,199,363,771
id,344,Earth,,1,Capsule,9,19,53,151,9,19,53,151,99,199,363,771
id,344,Earth,,1,Awakening,9,19,53,151,9,19,53,151,99,199,363,771
id,344,Earth,,1,Transcendence,9,19,53,151,9,19,53,151,99,199,363,771
id,344,Earth,,1,Advent,9,19,24,64,9,19,24,64,99,199,189,394
id,345,Earth,,1,Know,7,15,51,147,7,15,51,147,99,199,363,771
id,345,Earth,,1,Capsule,7,15,51,147,7,15,51,147,99,199,363,771
id,345,Earth,,1,Awakening,7,15,51,147,7,15,51,147,99,199,363,771
id,345,Earth,,1,Transcendence,7,15,51,147,7,15,51,147,99,199,363,771
id,345,Earth,,1,Advent,7,15,22,60,7,15,22,60,99,199,189,394
id,346,Earth,,1,Know,8,17,52,149,8,17,52,149,99,199,363,771
id,346,Earth,,1,Capsule,8,17,52,149,8,17,52,149,99,199,363,771
id,346,Earth,,1,Awakening,8,17,52,149,8,17,52,149,99,199,363,771
id,346,Earth,,1,Transcendence,8,17,52,149,8,17,52,149,99,199,363,771
id,346,Earth,,1,Advent,8,17,23,62,8,17,23,62,99,199,189,394
id,347,Earth,,1,Know,9,19,53,151,9,19,53,151,99,199,407,815
id,347,Earth,,1,Capsule,9,19,53,151,9,19,53,151,99,199,407,815
id,347,Earth,,1,Awakening,9,19,53,151,9,19,53,151,99,199,407,815
id,347,Earth,,1,Transcendence,9,19,53,151,9,19,53,151,99,199,407,815
id,347,Earth,,1,Advent,9,19,24,64,9,19,24,64,99,199,204,409
id,348,Earth,,1,Know,10,21,98,197,10,21,54,153,99,199,363,771
id,348,Earth,,1,Capsule,10,21,98,197,10,21,54,153,99,199,363,771
id,348,Earth,,1,Awakening,10,21,98,197,10,21,54,153,99,199,363,771
id,348,Earth,,1,Transcendence,10,21,98,197,10,21,54,153,99,199,363,771
id,348,Earth,,1,Advent,10,21,40,81,10,21,25,66,99,199,189,394
id,349,Earth,,1,Know,11,23,99,199,11,23,55,155,99,199,407,815
id,349,Earth,,1,Capsule,11,23,99,199,11,23,55,155,99,199,407,815
id,349,Earth,,1,Awakening,11,23,99,199,11,23,55,155,99,199,407,815
id,349,Earth,,1,Transcendence,11,23,99,199,11,23,55,155,99,199,407,815
id,349,Earth,,1,Advent,11,23,41,83,11,23,26,68,99,199,204,409
id,350,Earth,,1,Know,10,20,54,152,10,20,54,152,99,199,407,815
id,350,Earth,,1,Capsule,10,20,54,152,10,20,54,152,99,199,407,815
id,350,Earth,,1,Awakening,10,20,54,152,10,20,54,152,99,199,407,815
id,350,Earth,,1,Transcendence,10,20,54,152,10,20,54,152,99,199,407,815
id,350,Earth,,1,Advent,10,20,25,65,10,20,25,65,99,199,204,409
id,351,Earth,,1,Know,10,21,54,153,10,21,98,197,99,199,363,727
id,351,Earth,,1,Capsule,10,21,54,153,10,21,98,197,99,199,363,727
id,351,Earth,,1,Awakening,10,21,54,153,10,21,98,197,99,199,363,727
id,351,Earth,,1,Transcendence,10,21,54,153,10,21,98,197,99,199,363,727
id,351,Earth,,1,Advent,10,21,25,66,10,21,40,81,99,199,189,379
id,352,Earth,,1,Know,11,22,55,154,11,22,99,198,104,209,368,781
id,352,Earth,,1,Capsule,11,22,55,154,11,22,99,198,104,209,368,781
id,352,Earth,,1,Awakening,11,22,55,154,11,22,99,198,104,209,368,781
id,352,Earth,,1,Transcendence,11,22,55,154,11,22,99,198,104,209,368,781
id,352,Earth,,1,Advent,11,22,26,67,11,22,41,82,104,209,194,404
id,353,Earth,,1,Know,12,24,56,156,12,24,100,200,105,210,413,826
id,353,Earth,,1,Capsule,12,24,56,156,12,24,100,200,105,210,413,826
id,353,Earth,,1,Awakening,12,24,56,156,12,24,100,200,105,210,413,826
id,353,Earth,,1,Transcendence,12,24,56,156,12,24,100,200,105,210,413,826
id,353,Earth,,1,Advent,12,24,27,69,12,24,42,84,105,210,210,420
id,354,light,,1,Know,9,19,53,151,9,19,53,151,99,199,363,771
id,354,light,,1,Capsule,9,19,53,151,9,19,53,151,99,199,363,771
id,354,light,,1,Awakening,9,19,53,151,9,19,53,151,99,199,363,771
id,354,light,,1,Transcendence,9,19,53,151,9,19,53,151,99,199,363,771
id,354,light,,1,Advent,9,19,24,64,9,19,24,64,99,199,189,394
id,355,light,,1,Know,10,20,54,152,10,20,54,152,99,199,407,815
id,355,light,,1,Capsule,10,20,54,152,10,20,54,152,99,199,407,815
id,355,light,,1,Awakening,10,20,54,152,10,20,54,152,99,199,407,815
id,355,light,,1,Transcendence,10,20,54,152,10,20,54,152,99,199,407,815
id,355,light,,1,Advent,10,20,25,65,10,20,25,65,99,199,204,409
id,356,light,,1,Know,10,21,98,197,10,21,54,153,99,199,363,727
id,356,light,,1,Capsule,10,21,98,197,10,21,54,153,99,199,363,727
id,356,light,,1,Awakening,10,21,98,197,10,21,54,153,99,199,363,727
id,356,light,,1,Transcendence,10,21,98,197,10,21,54,153,99,199,363,727
id,356,light,,1,Advent,10,21,40,81,10,21,25,66,99,199,189,379
id,357,light,,1,Know,11,22,99,198,11,22,55,154,104,209,368,781
id,357,light,,1,Capsule,11,22,99,198,11,22,55,154,104,209,368,781
id,357,light,,1,Awakening,11,22,99,198,11,22,55,154,104,209,368,781
id,357,light,,1,Transcendence,11,22,99,198,11,22,55,154,104,209,368,781
id,357,light,,1,Advent,11,22,41,82,11,22,26,67,104,209,194,404
id,358,light,,1,Know,12,24,100,200,12,24,56,156,105,210,413,826
id,358,light,,1,Capsule,12,24,100,200,12,24,56,156,105,210,413,826
id,358,light,,1,Awakening,12,24,100,200,12,24,56,156,105,210,413,826
id,358,light,,1,Transcendence,12,24,100,200,12,24,56,156,105,210,413,826
id,358,light,,1,Advent,12,24,42,84,12,24,27,69,105,210,210,420
id,359,wind,Attack,1,Know,19,38,63,170,19,38,63,126,114,229,334,713
id,359,wind,Attack,1,Capsule,5,19,137,283,5,19,49,107,60,109,280,505
id,359,wind,Attack,1,Awakening,10,29,98,337,10,29,54,117,60,109,148,329
id,359,wind,Attack,1,Transcendence,25,25,113,245,25,25,69,157,139,139,403,755
id,359,wind,Attack,1,Advent,101,210,116,285,180,116,195,161,532,591,547,876
id,360,Fire,Workshop,1,Know,12,25,100,201,10,20,98,196,74,149,338,677
id,360,Fire,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,360,Fire,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,360,Fire,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,360,Fire,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,361,wind,,1,Know,15,30,103,206,12,25,56,157,99,199,363,771
