id,name,desc,dragon_images
36,Lygon,"A dragon with a lot of curiosity and a very active character. Its wings are small, so it cannot fly freely, but by using fast running and low-flying, he never misses an opponent on the ground. A single swing with strong leg force creates a wave breaking through the air. Obtainable: Temple of the Sky ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021526271764689943.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20160602152627680439535.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021526281415632363.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021526281015043666.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021526281289731691.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20160602152628802790798.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180323104629641449383.png']"
37,Chameleon,"Dragon that can freely change the skin color. The color changes according to the mood, so if it is red, it is better not to go near it. It is said that the length of the body is increased by ten times the length of the body by rolling the tongue in the mouth. [Can be obtained. : Heavenly Temple ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021527011872041737.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20160602152702177148240.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021527021505999519.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20160602152702396384994.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20160602152702257239515.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201710271432571668442980.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201710271453331980289089.']"
38,Chicken Head Dragon,"A dragon with only females. Maternal love is very strong. If you ignore the familiar appearance, you will be pecked with a powerful beak and you will be confused. The thick feathers that cover the whole body protect you from attack by enemies. [Available: Temple of the Sky]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021527501169127205.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021527501453379695.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20160602152750878790776.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20160602152750796233611.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021527511025994738.png']"
39,Kanga Rabbit Dragon,"A dragon that likes carrots. If you jump with your mind, you can jump to the clouds. No one knows what's in your pocket. [Available: Heavenly Temple]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021528212111351066.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20160602152821971712789.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021528221213314828.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20160602152822272069139.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021528221497043624.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20190530125147402643926.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201905301251471852195882.', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201905301251482025382745.']"
40,For Cupid,It is known as a dragon that connects love. Those who want to steal a bow because they fall in love when they are hit by this dragon's arrow. But they can't just deliver love with arrows. [Available: Dry Plains],"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021529131979618027.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021529131577275734.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20160602152914942983852.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021529141231276471.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20160602152914645436145.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20150330171702421646453.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205104835127821747.png']"
41,Gold dragon,"A dragon with both skin and bones made of gold. It lives deep in the mine of light. Many explorers are looking for it, but it is still passed on as a legend. [Obtainable: Heavenly Temple ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20160602153004847608226.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021530041021062984.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021530052070038357.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2016060215300576087327.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021530051358794570.png']"
42,Slime Dragon,"Dragon called the sea fairy. The lower body can be transformed freely. If it is hot, the body becomes flabby and I hate it. [Obtainable: Shipwreck ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20160602153041769523427.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021530411772375649.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021530421899072453.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021530421875493973.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021530421890485157.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021530421856439914.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180228173955630764311.png']"
43,Blade dragon,The whole body is a dragon with a blade. It cuts a rock like a head. Be careful because the sharpness of the blade does not distinguish between friends and enemies. [Obtainable: Dark Altar ],"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021531151567983680.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021531151492723321.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021531151967184649.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021531151926611259.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021531161701148579.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201503301717281420532004.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180323104742203652324.png']"
44,Metal dragon,"A dragon with both skin and bones made of steel. I hate water, but with fire, it doubles its strength. [Available: Dark Altar]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2016060215393251401509.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021539321214165435.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20160602153932705408244.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021539321442638678.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021539332108256553.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20160602153933532793968.png']"
45,Mummy,"Dragon inhabiting deep in the underground dungeon. Monster friends love to fight without cover, so there is no day when the wounds will dry out. [Available: Dark Altar]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20160602154007693768600.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2016060215400786467379.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201606021540071708845316.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20160602154008902406770.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20160602154008665404865.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20160602154008811951580.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20171220112224973265515.png']"
46,Batoch Dragon,"A powerful thorn on the back, a terrifying mace on the tail, and to deal with this dragon, you need to be prepared to face extreme hardship. [Available: Wooden Dungeon]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dochi_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dochi_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dochi_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dochi_3.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dochi_4.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20151016124111662483279.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281740271541869419.png']"
47,Skeleton,"Everyone is scared at first because of their unique appearance, but there is a lot of shame and playfulness when they become friends. [Obtainable: Wooden Dungeon ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/bone_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/bone_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/bone_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/bone_3.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/bone_4.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/bone_5.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201712201236272004725969.png']"
48,Serpent Dragon,"A dragon with a very strong poison. Everyone hides even by looking at the appearance, so they secretly approach the back and like to surprise. [Available: Wooden Dungeon]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/snake_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/snake_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/snake_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/snake_3.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/snake_4.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201710271435032123423968.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201710271435041907249828.']"
49,G yes dragon,A class of multi-legged dragons. They live mainly in the ground. They are proud of their splendor as a style-sensitive dragon. [Obtainable: Wooden Dungeon ],"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/jinae_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/jinae_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/jinae_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/jinae_3.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/jinae_4.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180105183532818377993.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180105183533114633333.png']"
50,Tiger Dragon,"Since birth, it has been called a tiger dragon because it has a pattern similar to that of a tiger. This is the fastest and most alert among all dragons.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/tiger_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/tiger_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/tiger_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/tiger_3.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/tiger_4.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/tiger_5.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180323104804232360612.png']"
51,Gold dragon,"Three-legged Ora is named because it resembles a crow. It has three wings and three eyes. The third eye is closed as a child, but as he grows, opening the third eye becomes a huge troublemaker.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/kmo_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/kmo_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/kmo_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/kmo_3.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/kmo_4.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20150624122742860504888.png']"
52,Metal Magnet Dragon,"The head, arms, legs, and wings are made of magnet-like properties. I hate touching buttons on my stomach.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/magnet_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/magnet_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/magnet_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/magnet_3.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/magnet_4.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201801051836361288134313.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201801051836131922389759.png']"
53,Dark Nyx,"The age of light and darkness, the guardian of the darkness who defended the world of darkness as an agent of God.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/darknix_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/darknix_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/darknix_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/darknix_3.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/darknix_4.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/darknix_5.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201704061631081319443497.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180723123013156552852.png']"
54,White dragon,White dragon known as the dragon of hope. Special dragon that cannot be obtained through exploration.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/back_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/back_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/back_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/back_3.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/back_4.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/back_5.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201708251606211981327364.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20200122184335998439504.png']"
55,Hyenagon,"It resembles a hyena and has four wings on its back. It runs fast and long with four powerful feet, and the strength of its front claws is strong.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/hyena_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/hyena_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/hyena_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/hyena_3.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/hyena_4.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180205104735559181029.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802051047361400830093.png']"
56,Uni Dragon,"The bandage covers the body and it doesn't have a clear shape. As you grow, you shape yourself with the bandage.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/unee_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/unee_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/unee_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/unee_3.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/unee_4.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201712201236591931447259.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2017122012365933724827.png']"
57,Golden Horn,It is a dragon with golden horns and wings that is born every few decades even among the same race. The horns and wings symbolize superiority among the races and are also a source of strong power.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/goldhon_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/goldhon_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/goldhon_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/goldhon_3.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/goldhon_4.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/goldhon_5.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201712201231451348050548.png']"
58,Sharkgon,"It takes the form of a shark and lives in the water. Because of his tough and demanding personality, he is reluctant to touch around him, and he hunts and attacks with a strong grip.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/shark_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/shark_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/shark_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/shark_3.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/shark_4.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/shark_5.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201802281742281483121344.png']"
59,Guardian,"As a symbol of the royal family of a kingdom, it follows people well and has excellent protective instincts. The pattern on the right hand makes the power more powerful.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20170308172209288235361.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20170308172209324643595.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20170308172209222660140.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201703081722101861166074.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20170308172210385468441.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20170308172210595007810.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201703211044567200304.png']"
60,Crescent,It has the horns of the moon and the skin of the night. I love the moonlit nights. I don't like to hurt anyone.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/cresent_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/cresent_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/cresent_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/cresent_3.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/cresent_4.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201710271437181787559653.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20171027143719964382833.png']"
61,Rainbow,It is a dragon born only in the Rainbow Garden. The color of its wings is like a rainbow.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/rainbow_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201508131221101607097151.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201508131221111551274754.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201508131221111847651718.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201508131221111107935403.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2015090318223636162769.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201712201235081997184088.png']"
62,Tattoo,"A dark brown pattern is engraved on the body, and the pattern grows as it grows, and it disappears when the power is lost. [Obtainable: Rainbow Garden ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/tatoo_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/tatoo_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/tatoo_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/tatoo_3.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/tatoo_4.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20190501143425916935376.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201905011434261357567629.', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201905011434261691705709.']"
